0.105102,-0.396589,0.453179,-2.56832,1.80919,0.010758;
0.0580333,-0.413429,0.45337,-2.44829,1.72552,-0.14103;
0.0622366,-0.425188,0.453284,-2.42918,1.71215,-0.0863413;
0.0664304,-0.436961,0.453231,-2.40968,1.69865,-0.033747;
0.0706455,-0.448736,0.453161,-2.38949,1.68457,0.018119;
0.0748328,-0.460505,0.453097,-2.36755,1.66934,0.0714709;
0.0866398,-0.456287,0.453037,-2.39681,1.68959,0.110482;
0.0983766,-0.452084,0.45299,-2.42428,1.70888,0.148516;
0.11015,-0.447881,0.452961,-2.45142,1.72775,0.187311;
0.121939,-0.443663,0.452907,-2.47873,1.74671,0.227896;
0.133709,-0.439461,0.452845,-2.50555,1.76537,0.269358;
0.14547,-0.435246,0.452808,-2.53134,1.78333,0.310733;
0.157241,-0.431045,0.452742,2.54771,-1.79465,-0.351739;
0.169022,-0.426839,0.452699,2.51412,-1.77073,-0.387551;
0.164802,-0.415059,0.452769,2.49854,-1.75959,-0.328274;
0.160597,-0.403298,0.452827,2.48271,-1.74833,-0.272391;
0.156381,-0.391522,0.452918,2.46612,-1.73652,-0.217141;
0.152182,-0.379753,0.452987,2.4483,-1.72374,-0.161536;
0.147975,-0.367982,0.453069,2.42961,-1.71045,-0.106674;
0.143764,-0.356217,0.453136,2.41058,-1.69693,-0.0539033;
0.139572,-0.344448,0.453194,2.39081,-1.68276,-0.00200838;
0.13535,-0.332683,0.45325,2.36933,-1.66757,0.051612;
0.123594,-0.336879,0.453303,2.39861,-1.68823,0.0903156;
0.111815,-0.341087,0.453366,2.42613,-1.70789,0.128186;
0.10005,-0.345293,0.453416,2.45329,-1.7272,0.166816;
0.0882597,-0.349517,0.453452,2.48055,-1.74677,0.207074;
0.0764955,-0.353718,0.453508,2.50744,-1.76586,0.248373;
0.0647256,-0.357931,0.453565,2.5332,-1.78426,0.28956;
0.0529729,-0.362137,0.453614,-2.54963,1.79597,-0.33042;
0.0411948,-0.366354,0.453657,-2.51593,1.77256,-0.366471;
0.0453911,-0.378119,0.453576,-2.49986,1.76143,-0.307257;
0.0496025,-0.389879,0.453524,-2.48365,1.75012,-0.251575;
0.0538069,-0.401654,0.453442,-2.46654,1.73828,-0.196514;
0.00252718,-0.406722,0.453697,-2.42131,1.70665,-0.318918;
0.010941,-0.430248,0.453583,-2.38798,1.68342,-0.209939;
0.0193456,-0.453796,0.453449,-2.35136,1.65804,-0.103975;
0.0277799,-0.477334,0.453289,-2.31129,1.62998,0.00019794;
0.0361926,-0.50089,0.453145,-2.26978,1.60105,0.0977464;
0.0446226,-0.524412,0.45302,-2.26985,1.60095,0.0977516;
0.0681618,-0.516004,0.452918,-2.3676,1.66925,0.0714872;
0.0916957,-0.507588,0.452819,-2.32415,1.63893,0.170015;
0.115221,-0.499169,0.452715,-2.37871,1.67704,0.247922;
0.138764,-0.49075,0.45263,-2.37761,1.67611,0.430637;
0.1623,-0.48233,0.452513,-2.42556,1.70947,0.514869;
0.18585,-0.473915,0.452418,-2.4719,1.74167,0.603348;
0.209389,-0.465494,0.452325,2.51407,-1.77074,-0.38755;
0.232915,-0.457077,0.452238,2.47472,-1.74285,-0.565175;
0.224504,-0.433536,0.452355,2.47465,-1.74285,-0.565298;
0.21609,-0.410002,0.452499,2.4498,-1.72504,-0.452782;
0.207695,-0.386459,0.452653,2.42045,-1.70401,-0.33918;
0.199254,-0.362929,0.452784,2.38792,-1.68087,-0.229979;
0.190859,-0.339375,0.452926,2.35226,-1.65535,-0.123647;
0.182424,-0.315839,0.453082,2.31303,-1.62749,-0.0191087;
0.173998,-0.292296,0.453219,2.27229,-1.59857,0.0787964;
0.165594,-0.268757,0.453322,2.27229,-1.59854,0.0786447;
0.142059,-0.277175,0.453449,2.36934,-1.66754,0.0516679;
0.118528,-0.285592,0.453547,2.32672,-1.63717,0.150574;
0.0949689,-0.294013,0.453633,2.3813,-1.67614,0.227956;
0.0714302,-0.302425,0.453726,2.38114,-1.67608,0.410662;
0.0478957,-0.310848,0.45383,2.4292,-1.71038,0.494497;
0.0243623,-0.319262,0.453925,2.47564,-1.74347,0.582546;
0.000815019,-0.32768,0.454051,-2.51596,1.77259,-0.366526;
-0.022736,-0.336092,0.454145,-2.47737,1.74557,-0.544592;
-0.0143268,-0.359637,0.454002,-2.47737,1.74561,-0.544583;
-0.00589618,-0.38318,0.45387,-2.45164,1.7277,-0.432263;
0.0543561,-0.369839,0.569346,2.35411,-2.05657,0.0479791;
0.0543503,-0.369838,0.56932,2.35411,-2.05657,0.0478265;
0.0543476,-0.369833,0.569329,2.3541,-2.05659,0.0478571;
0.0543513,-0.369838,0.569337,2.3541,-2.05656,0.0478698;
0.0543559,-0.369841,0.569321,2.35411,-2.05657,0.0478077;
0.0543539,-0.369835,0.569322,2.35412,-2.05658,0.0478011;
0.0543497,-0.369837,0.569336,2.3541,-2.05654,0.0478386;
0.0543489,-0.369833,0.569329,2.35411,-2.05655,0.0478325;
0.0543525,-0.369836,0.569318,2.35411,-2.05655,0.0477643;
0.0543531,-0.369831,0.569333,2.35414,-2.05655,0.0478404;
0.0543535,-0.369839,0.569325,2.3541,-2.05659,0.0477909;
0.0543376,-0.369841,0.569325,2.35402,-2.05669,0.047803;
0.0543466,-0.369838,0.56931,2.35411,-2.05659,0.0476856;
0.0543476,-0.369833,0.569329,2.3541,-2.05659,0.0478571;
0.054351,-0.369836,0.569312,2.35414,-2.05655,0.0477533;
0.0543426,-0.369836,0.569305,2.3541,-2.05661,0.0477161;
0.0543507,-0.369828,0.569338,2.35412,-2.05655,0.0478647;
0.0543591,-0.369851,0.569324,2.3541,-2.05659,0.047771;
0.0543523,-0.369834,0.569328,2.35413,-2.05656,0.0477908;
0.0543466,-0.369845,0.569315,2.35409,-2.05663,0.0477641;
0.0543483,-0.369834,0.569327,2.35411,-2.0566,0.0477848;
0.00277613,-0.363617,0.612111,1.71348,-2.6273,0.0629437;
0.00279922,-0.363648,0.612076,1.71349,-2.62728,0.0627708;
0.00281373,-0.363653,0.612089,1.71354,-2.62726,0.0628434;
0.00283934,-0.363677,0.612045,1.71357,-2.62723,0.0625658;
0.00283598,-0.363677,0.612067,1.71351,-2.62728,0.0627291;
0.00296172,-0.36369,0.612119,1.71449,-2.6268,0.0638714;
0.00351263,-0.363247,0.613538,1.71923,-2.62502,0.0741671;
0.00350594,-0.363256,0.613532,1.7192,-2.62504,0.0741325;
0.00350807,-0.363258,0.613521,1.71922,-2.62501,0.0740243;
;
0.00351298,-0.363246,0.613532,1.71927,-2.62498,0.0740969;
0.0786763,-0.360998,0.553975,2.60266,-1.71643,0.0618477;
0.0327083,-0.380677,0.553873,-2.51767,1.65312,-0.20531;
0.0376359,-0.392174,0.554425,-2.50018,1.64155,-0.148623;
0.0425671,-0.403644,0.555007,-2.48232,1.62961,-0.0941526;
0.0474743,-0.415114,0.555596,-2.46361,1.61728,-0.0404549;
0.0523984,-0.426607,0.556149,-2.44314,1.60373,0.0150658;
0.0638768,-0.421671,0.556205,-2.47335,1.62546,0.0518291;
0.0753567,-0.416754,0.55622,-2.5018,1.64599,0.0878783;
0.0868533,-0.41184,0.556237,-2.5299,1.66625,0.124753;
0.0983463,-0.406919,0.556266,-2.55822,1.68673,0.163306;
0.109816,-0.401983,0.556303,-2.58605,1.70704,0.202679;
0.121318,-0.397055,0.556332,-2.61286,1.72651,0.242138;
0.132816,-0.392146,0.556341,2.58051,-1.70697,-0.276209;
0.144307,-0.387221,0.556386,2.54551,-1.68576,-0.310779;
0.139385,-0.375751,0.5558,2.52922,-1.67508,-0.251492;
0.134467,-0.36426,0.555233,2.51285,-1.66429,-0.195442;
0.129559,-0.35279,0.55466,2.49556,-1.65292,-0.140256;
0.124626,-0.341302,0.554109,2.47698,-1.64078,-0.0844964;
0.119707,-0.329832,0.553522,2.45757,-1.62803,-0.029655;
0.114805,-0.318355,0.552931,2.43785,-1.61497,0.0231919;
0.109886,-0.306873,0.552374,2.41733,-1.60148,0.0753239;
0.104975,-0.295397,0.551787,2.39504,-1.58683,0.128983;
0.0934781,-0.300317,0.55176,2.42567,-1.60534,0.166813;
0.0819951,-0.305238,0.551744,2.45456,-1.62267,0.203709;
0.0704945,-0.310162,0.551717,2.48303,-1.63971,0.241276;
0.0590122,-0.315082,0.551676,2.51182,-1.65691,0.280667;
0.0475254,-0.320003,0.551646,2.54017,-1.67369,0.320794;
0.0360351,-0.324933,0.551611,2.56741,-1.68983,0.360759;
0.0245434,-0.329854,0.551588,2.59424,-1.70567,0.401643;
0.0130556,-0.334768,0.551573,-2.57798,1.693,-0.437931;
0.0179744,-0.346259,0.552131,-2.56392,1.68371,-0.376901;
0.022896,-0.357742,0.552708,-2.5495,1.67419,-0.319389;
0.0278076,-0.369229,0.553275,-2.53421,1.66407,-0.262566;
-0.0230713,-0.377416,0.552603,-2.41653,1.57975,-0.445056;
;
0.0786729,-0.361,0.553995,2.60264,-1.71646,0.0619576;
0.0327184,-0.380686,0.553867,-2.51764,1.65308,-0.205315;
0.0376287,-0.392176,0.55445,-2.50017,1.64158,-0.148781;
0.0425507,-0.403655,0.555038,-2.48232,1.62969,-0.0943094;
0.0474666,-0.415116,0.555608,-2.46359,1.61729,-0.040492;
0.0523716,-0.426608,0.556171,-2.44309,1.60382,0.0149157;
0.0638793,-0.42167,0.556205,-2.47329,1.62543,0.0518073;
0.075346,-0.416754,0.556231,-2.50177,1.646,0.0878138;
0.0868413,-0.411842,0.55626,-2.52989,1.66627,0.124664;
0.0983381,-0.406902,0.556291,-2.55822,1.68673,0.163187;
0.109825,-0.401988,0.556325,-2.58602,1.70704,0.202586;
0.121324,-0.397062,0.55637,-2.61284,1.72655,0.241913;
0.132799,-0.392142,0.556394,2.58049,-1.70705,-0.275962;
0.144288,-0.387215,0.55642,2.54548,-1.68582,-0.310662;
0.139376,-0.375743,0.555834,2.52926,-1.67509,-0.251316;
0.13445,-0.364264,0.555276,2.51281,-1.66434,-0.195292;
0.129543,-0.352783,0.554698,2.49553,-1.65298,-0.140107;
0.124632,-0.341313,0.55411,2.47698,-1.64078,-0.0844978;
0.119731,-0.329832,0.553532,2.45762,-1.62802,-0.029554;
0.114809,-0.318356,0.552986,2.43784,-1.61503,0.0234048;
0.109891,-0.306874,0.552394,2.41732,-1.6015,0.075491;
0.104959,-0.295397,0.55182,2.39501,-1.5869,0.129174;
0.093486,-0.300319,0.551778,2.42564,-1.60537,0.16695;
0.0819993,-0.305252,0.551742,2.45452,-1.62269,0.203685;
0.0705052,-0.310164,0.551725,2.48304,-1.63973,0.241397;
0.0590166,-0.315098,0.551691,2.51178,-1.65693,0.280708;
0.0475199,-0.320011,0.551652,2.54013,-1.67378,0.320817;
0.0360334,-0.324935,0.551642,2.56738,-1.68986,0.360922;
0.0245299,-0.329858,0.551607,2.59415,-1.7057,0.401758;
0.0130477,-0.33477,0.551576,-2.57794,1.69303,-0.438009;
0.0179664,-0.346242,0.552154,-2.56385,1.68374,-0.377047;
0.022894,-0.357734,0.552728,-2.54951,1.67416,-0.319495;
0.0278012,-0.369221,0.553291,-2.53417,1.66408,-0.262634;
-0.0230751,-0.377435,0.552604,-2.48542,1.62862,-0.382117;
-0.0132402,-0.400382,0.553754,-2.45554,1.60884,-0.269655;
